Question_ID,Question,Selections,Answer,Explanation
38,"甲社会工作服务机构在乙社区培育了一支志愿服务队, 为乙社区的高龄老年人服务。根据《志愿服务记录与证明出具办法(试行) 》, 该志愿者服务队应当在( )指导下, 记录志愿者的志愿服务信息。",A. 甲社会工作服务机构B. 乙社区居民委员会C. 乙社区所属的街道办事处D. 乙社区所在的县级民政部门,B,"本题考查志愿服务记录的规定。《志愿服务记录与证明出具办法(试行) 》第二十六条规定, 慈善组织、基层群众自治组织、公益活动举办单位、公共服务机构开展公益活动, 依法与志愿服务组织合作, 由志愿服务组织招募志愿者的, 应当由志愿服务组织做好志愿服务记录与证明出具工作; 依法自行招募志愿者的, 参照本办法关于志愿服务组织的规定做好志愿服务记录与证明出具工作。在城乡社区、单位内部成立的开展志愿服务活动的团体, 应当在对其实施管理的基层群众自治组织或者单位指导下, 记录志愿者的志愿服务信息。故选B。"
39,"根据《财政部税务总局民政部关于公益性捐赠税前扣除有关事项的公告》, 社会组织评估等级为( ) 以上(含) , 且符合其他有关要求的, 可按程序申请公益性捐赠税前扣除资格。",A. 2A B. 3A C. 4A D. 5A,B,"本题考查社会组织公益性捐赠税前扣除资格的规定。《财政部税务总局民政部关于公益性捐赠税前扣除有关事项的公告》规定, 在民政部门依法登记的社会组织, 取得公益性捐赠税前扣除资格应当同时符合八项规定, 其中之一为: 社会组织评估等级为3A 以上(含3A ) 且该评估结果在确认公益性捐赠税前扣除资格时仍在有效期内。故选B。"
40,"高某、张某和舒某取得社会工作者职业资格证书后, 拟共同出资10 万元, 创办社会工作服务机构, 提供青少年社会工作服务。根据社会组织登记管理相关规定, 创办该机构应当申请( ) 登记。",A. 社会团体B. 民办非企业单位C. 基金会D. 特别法人,B,"本题考查社会组织登记的规定。根据社会组织登记管理相关的规定, 创办社会工作服务机构应当申请民办非企业单位登记。故选B。"
41,"小王与几位同学合作成立了一家民办非营利性艺术培训机构。根据《民办非企业单位年度检查办法》, 关于该机构年检的说法, 正确的是( ) 。","A. 该机构应于3 月31 日前将年检材料报送登记管理机关B. 若该机构年检结论为“年检不合格” , 应当进行整改, 整改期限为半年C. 若该机构连续两年“ 年检不合格” , 登记管理机关应撤销其登记并公告D. 若该机构更换登记证书, 原有年检记录可以删除",C,"本题考查民办非企业单位年检的规定。《民办非企业单位年度检查办法》规定, 民办非企业单位于每年3 月31 日前向业务主管单位报送年检材料, 经业务主管单位出具初审意见后, 于5 月31 日前报送登记管理机关, A 选项错误。“年检基本合格” 和“年检不合格” 的民办非企业单位, 应当进行整改, 整改期限为3 个月, B 选项错误。机构更换登记证书, 应当保留原有的年检记录, D 选项错误。对连续2 年不参加年检或连续2 年“年检不合格” 的民办非企业单位, 予以撤销登记并公告, C 选项正确。故选C。"
42,"根据《中华人民共和慈国善法》, 除捐赠协议对管理费用另有约定外, 慈善组织中具有公开募捐资格的基金会年度管理费用不得超过当年总支出的( ) , 特殊情况难以符合前述规定的, 应当报告其登记的民政部门并向社会公开说明情况。",A. 12 % B. 15 % C.8 % D. 10%,D,"本题考查基金会财产的管理。 《中华人民共和慈国善法》第六十条规定, 慈善组织中具有公开募捐资格的基金会开展慈善活动的年度支出, 不得低于上一年总收入的70%或者前三年收入平均数额的70% ; 年度管理费用不得超过当年总支出的10% 。故选D。"
43,"根据《中华人民共和国劳动合同法》, 下列属于劳动合同必备条款的是( ) 。",A. 试用期B. 专项培训C. 劳动保护D. 竞业限制,C,"本题考查劳动合同的内容。劳动合同的内容包括法定条款和约定条款。根据《中华人民共和劳国动合同法》和《电子劳动合同订立指引》, 劳动合同应当以书面形式或可视为书面形式的电子劳动合同订立, 并具备以下条款: ( 1 ) 用人单位的名称、住所和法定代表人或者主要负责人。(2) 劳动者的姓名、住址和居民身份证或者其他有效身份证件号码。(3) 劳动合同期限。(4 ) 工作内容和工作地点。(5) 工作时间和休息休假。(6) 劳动报酬。(7 ) 社会保险。(8) 劳动保护、劳动条件和职业危害防护。(9) 法律、法规规定应当纳入劳动合同的其他事项。故选C。"
44,"根据《中华人民共和国劳动法》, 下列用人单位延长用工时间正确的是( ) 。","A. 用人单位由于生产经营需要, 经职工代表大会讨论决定后可以延长工作时间，一般每日不得超过1 小时B. 用人单位由于生产经营需要, 经与工会和劳动者协商后可以延长工作时间，般每日不得超过1 小时C. 因特殊原因需要延长工作时间的, 经单位负责人批准后可以延长工作时间，每日不得超过3 小时D. 因特殊原因需要延长工作时间的, 经劳动行政部门批准后可以延长工作时间，每日不得超过3 小时",B,"本题考查延长工作时间的规定。 《中华人民共和劳国动法》第四十一条规定，用人单位由于生产经营需要, 经与工会和劳动者协商后可以延长工作时间, 一般每日不得超过一小时; 因特殊原因需要延长工作时间的, 在保障劳动者身体健康的条件下延长工作时间每日不得超过3 小时, 但是每月不得超过36 小时。故选B。"
45,"女职工小王产假前月工资为6000 元, 所在单位上年度职工月平均工资为7500元, 当地上年度职工月平均工资为8000 元、月最低工资标准为2000 元。小王已通过所在单位参加生育保险。根据《中华人民共和社国会保险法》, 小王产假期间的生育津贴标准为每月( ) 元。",A. 2000 B. 6000 C. 7500 D. 8000,C,"本题考查生育津贴的规定。用人单位已经缴纳生育保险费的, 其职工享受生育保险待遇; 职工未就业配偶按照国家规定享受生育医疗费用待遇。生育保险待遇包括生育医疗费用和生育津贴, 所需资金从职工基本医疗保险基金中支付。生育医疗费用包括女职工生育的检查费、接生费、手术费、住院费和药费等, 生育津贴按照职工所在用人单位上年度职工月平均工资计发。《女职工劳动保护特别规定》第八条也规定, 女职工产假期间的生育津贴, 对已经参加生育保险的, 按照用人单位上年度职工月平均工资的标准由生育保险基金支付; 对未参加生育保险的, 按照女职工产假前工资的标准由用人单位支付。故选C。"
46,"根据《劳动保障监察条例》, 劳动保障行政部门对违反劳动保障法律、法规或者规章行为的调查, 应当自立案之日起( ) 个工作日内完成。",A. 30 B. 45 C. 60 D. 90,C,"本题考查劳动保障监察的调查期限。《劳动保障监察条例》规定, 劳动保障行政部门对违反劳动保障法律、法规或者规章的行为的调查, 应当自立案之日起60 个工作日内完成; 对情况复杂的, 经劳动保障行政部门负责人批准, 可以延长30 个工作日。故选C。"
47,"根据《劳动保障监察条例》, 用人单位向社会保险经办机构申报应缴纳的社会保险费数额时, 瞒报工资总额或者职工人数的, 由劳动保障行政部门责令改正, 并处瞒报工资数额1 倍以上( ) 倍以下的罚款。",A. 2 B.3 C. 4 D. 5,B,"本题考查劳动保障监察的法律责任。《劳动保障监察条例》第二十七条规定,用人单位向社会保险经办机构申报应缴纳的社会保险费数额时, 瞒报工资总额或者职工人数的, 由劳动保障行政部门责令改正, 并处瞒报工资数额1 倍以上3 倍以下的罚款。故选B。"
48,"小雪, 执业医师, 拟晋升副高级技术职称。根据《中华人民共和国基本医疗卫生与健康促进法》, 小雪应当有累计1 年以上在( ) 以下或者对口支援的医疗卫生机构提供医疗卫生服务的经历。",A. 县级B. 市级C. 省级D. 国家级,A,"本题考查执业医师晋升的规定。 《中华人民共和基国本医疗卫生与健康促进法》第五十六条规定, 国家建立医疗卫生人定员期到基层和艰苦边远地区从事医疗卫生工作制度。国家采取定向免费培养、对口支援、退休返聘等措施, 加强基层和艰苦边远地区医疗卫生队伍建设。执业医师晋升为副高级技术职称的, 应当有累计一年以上在县级以下或者对口支援的医疗卫生机构提供医疗卫生服务的经历。故选A。"
49,"甲医院在给乙企业职工集体体检时, 发现该企业职工老徐为疑似职业病人, 遂告知老徐并及时通知乙企业。乙企业及时安排对老徐进行诊断。根据《中华人民共和国职业病防治法》, 老徐在诊断、医学观察期间的费用, 由( ) 承担。",A. 老徐本人B. 乙企业C. 基本医疗保险基金D. 工伤保险基金,B,"本题考查职业病人保障的规定。 《中华人民共职和业国病防治法》第五十五条规定, 医疗卫生机构发现疑似职业病人时, 应当告知劳动者本人并及时通知用人单位。用人单位应当及时安排对疑似职业病人进行诊断; 在疑似职业病人诊断或者医学观察期间, 不得解除或者终止与其订的劳动合同。疑似职业病人在诊断、医学观察期间的费用, 由用人单位承担。故选B。"
50,"根据《关于加强心理健康服务的指导意见》, 每所高等院校均应设立心理健康教育与咨询中心(室) , 按照师生比不少于( ) 配备从事心理辅导与咨询服务的专业教师。",A. 1 : 1000 B. 1 : 2000 C. 1 : 3000 D. 1 : 4000,D,"本题考查建立健全心理健康服务网络的规定。《关于加强心理健康服务的指导意见》提出, 教育系统要进一步完善学生心理健康服务体系, 提高心理健康教育与咨询服务的专业化水平。每所高等院均校设立心理健康教育与咨询中心(室) , 按照师生比不少于1 : 4000 配备从事心理辅导与咨询服务的专业教师。中小学校设立心理辅导室,并配备专职或兼职教师。学前教和育特殊教机育构要配备专(兼) 职心理健康工作人员。故选D。"
51,"根据《中华人民共和人国口与计划生育法》, 托育机构有虐待婴幼儿的行为的,其直接负责的主管人员和其他直接责任人员( 不得从事婴幼儿照护服务。",A. 3 年B. 5 年C. 10 年D. 终身,D,"本题考查建立普惠托育服务体系的规定。 《中华人民共和人国口与计划生育法》规定, 托育机构有虐待婴幼儿行为的, 其直接负责的主管人员和其他直接责任人员终身不得从事婴幼儿照护服务; 构成犯罪的, 依法追究刑事责任。故选D。"
52,"根据《中华人民共和社国会保险法》, 下列参加基本养老保险的个人, 可以按月领取基本养老金的是( ) 。","A. 张某, 达到法定退休年龄, 累计缴费12 年, 在家照顾晚辈B. 何某, 达到法定退休年龄, 累计缴费20 年, 被企业返聘C. 赵某, 未达到法定退休年龄, 累计缴费25 年, 部分丧失劳动能力D. 王某, 未达到法定退休年龄, 累计缴费30 年, 肢体残疾",B,"本题考查基本养老金的领取条件。 《中华人民共和社国会保险法》规定, 参加基本养老保险制度的个人, 达到法定退休年龄时, 累计缴费满15 年的, 按月领取基本养老金。故选B。"
53,"赵某, 甲省户籍, 分别在乙省、丙省、丁省参加企业职工基本养老保险4 年、6年、9 年, 丁省为其当前基本养老保险关系所在地。现赵某已达到养老保险待遇领取条件。根据《城镇企业职工基本养老保险关系转移接续暂行办法》, 应由( ) 省为赵某按规定办理待遇领取手续。",A. 甲B. 乙C. 丙D. 丁,A,"本题考查参保者退休后的待遇领取地。基本养老保险关系不在户籍所在地, 且在每个参保地的累计缴费年限均不满10 年的, 将其基本养老保险关系及相应资金归集到户籍所在地, 由户籍所在地按规定办理待遇领取手续。故选A。"
54,"张某参加了职工基本医疗保险。根据《国务院办公厅关于建立健全职工基本医疗保险门诊共济保障机制的指导意见》, 下列与张某共同生活的家庭成员, 在定点医疗机构就医发生的由个人负担的医疗费用, 可以由张某的职工基本医疗保险个人账户支付的是其( ) 。",A. 姑姑B. 弟弟C. 女儿D. 外孙女,C,"本题考查职工医疗保险门诊共济保障机制的规定。《国务院办公厅关于建立健全职工基本医疗保险门诊共济保障机制的指导意见》规定, 个人账户主要用于支付参保人员在定点医疗机构或定点零售药店发生的政策范围内自付费用。可以用于支付参保人员本人及其配偶、父母、子女在定点医疗机构就医发生的由个人负担的医疗费用, 以及在定点零售药店购买药品、医疗器械、医用耗材发生的由个人负担的费用。故选C。"
55,"根据《中华人民共和社国会保险法》, 生育保险待遇包括( ) 和生育津贴。",A. 住院误工费B. 生活护理费C. 生育医疗费用D. 住院伙食补助费,C,"本题考查生育保险待遇的规定。 《中华人民共社和会国保险法》第五十四条规定, 用人单位已经缴纳生育保险费的, 其职工享受生育保险待遇; 职工未就业配偶按照国家规定享受生育医疗费用待遇。生育保险待遇包括生育医疗费用和生育津贴, 所需资金从职工基本医疗保险基金中支付。故选C。"
56,"根据《中华人民共和社国会保险法》, 用人单位应当按照( ) , 根据社会保险经办机构确定的费率缴纳工伤保险费。",A. 本单位职工工资总额B. 本单位职工平均工资C. 本地当年社会平均工资D. 本地上一年度社会平均工资,A,"本题考查工伤保险费的缴费标准。 《中华人民共社和会国保险法》第三十五条规定, 用人单位应当按照本单位职工工资总额, 根据社会保险经办机构确定的费率缴纳工伤保险费。故选A。"
57,"根据《失业保险条例》, 下列领取失业保险金的人员, 可继续领取失业保险金的是( ) 。","A. 甲, 应征入伍服务B. 乙, 移居境外C. 丙, 办理退休手续D. 丁, 申请低保获批",D,"本题考查停止领取失业保险金的情形。《中华人民共和社国会保险法》第五十一条规定, 失业人员在领取失业保险金期间有下列情形之一的, 停止领取失业保险金, 同时停止享受其他失业保险待遇。这些情形包括: 1重新就业的; 2应征服兵役的; 3移居境外的; 4享受基本养老保险待遇的; 5无正当理, 由拒不接受当地人民政府指定部门或者机构介绍的适当工作或者提供的培训的。故选D。"
58,"根据《中华人民共和社国会保险法》, 下列支出, 可由社会保险基金支付的是( )。",A. 社保经办机构人员经费B. 社会保险费征缴管理费用C. 参保人员因病死亡的丧葬补助金D. 参保人员境外就医的费用,C,"本题考查社会保险基金的支付范围。 《中华人民共和社国会保险法》规定,社会保险基金不得违规投资运营, 不得用于平衡其他政府预算, 不得用于兴建、改建办公场所和支付人员经费、运行费用、管理费用, 或者违反法律、行政法规规定作其他用途。故A 、B 选项错误。第三十条规定, 下列医疗费用不纳入基本医疗保险基金支付范围:( 一) 应当从工伤保险基金中支付的; (二) 应当由第三人负担的; (三) 应当由公共卫生负担的; ( 四) 在境外就医的, D 选项错误。故选C。"
59,"根据《国家医保局财政部关于进一步做好基本医疗保险跨省异地就医直接结算工作的通知》, 跨省异地就医直接结算的住院、普通门诊和门诊慢特病医疗费用, 执行( ) 规定的基本医疗保险基金起付标准、支付比例、最高支付限额、门诊慢特病病种范围等有关政策。",A. 参保地B. 就医地C. 戶籍地D. 居住地,A,"本题考查跨省异地就医结算的规定。《国家医保局财政部关于进一步做好基本医疗保险跨省异地就医直接结算工作的通知》规定, 参保人员跨省异地就医直接结算住院、普通门诊和门诊慢特病医疗费用时, 原则上执行就医地规定的支付范围及有关规定( 基本医疗保险药品、医疗服务项目和医用耗材等支付范围) , 执行参保地规定的基本医疗保险基金起付标准、支付比例、最高支付限额、门诊慢特病病种范围等有关政策。故选A。"
60,"某工厂位于甲省乙市丙县, 因不可抗力造成生产经营出现严重困难, 拟申请暂缓缴纳社会保险费。根据《实施〈中华人民共和社国会保险法〉若干规定》, 经( )批准后, 该工厂可以暂缓缴纳社会保险费。",A. 甲省人力资源和社会保障厅B. 乙市人力资源和社会保障局C. 丙区人民政府D. 乙市人民政府,A,"本题考查用人单位暂缓缴纳社会保险费的规定。《实施〈中华人民共和社国会保险法〉若干规定》第二十一条规定, 用人单位因不可抗力造成生产经营出现严重困难的, 经省级人民政府社会保险行政部门批准后, 可以暂缓缴纳一定期限的社会保险费,期限一般不超过一年。暂缓缴费期间, 免收滞纳金。到期后, 用人单位应当缴纳相应的社会保险费。故选A。"
61,"根据《自然灾害救助条例》, 下列组织机构应设立专职或兼职的自然灾害信息员的有( ) 。",A. 某村民委员会B. 某居民委员会C. 某煤矿企业D. 某公办中学E. 某户外救援协会,ABCD,"本题考查自然灾害救助准备工作的规定。《自然灾害救助条例》第十二条规定, 县级以上地方人民政应府当加强自然灾害救助人员的队伍建设和业务培训, 村民委员会、居民委员会和企业事业单位应当设立专职或者兼职的自然灾害信息员。故选A 、B 、C 、D 。"
62,"根据《中华人民共和法国律援助法》, 下列人员申请法律援助, 免予核查经济困难状况的有( ) 。","A. 小张, 特困人员, 持有特困人员供养相关证明B. 小李, 优抚对象, 持有因公牺牲军人遗属优待证C. 小王, 进城务工人员, 持有请求工伤事故人身损害赔偿的材料和相关证明D. 老赵, 退休职工, 持有请求交通事故人身损害赔偿的材料和相关证明E. 老吴, 农民, 持有请求支付生态破坏损害赔偿的材料和相关证明",ABC,"本题考查法律援助的审查程序。 《中华人民共和法国律援助法》规定, 法律援助申请人有材料证明属于下列人员之一的, 免予核查经济困难状况: 无固定生活来源的未成年人、老年人、残疾人等特定群体; 社会救助、司法救助或者优抚对象; 申请支付劳动报酬或者请求工伤事人故身损害赔偿的进城务工人员; 法律、法规、规章规定的其他人员。故选A 、B、C。"
63,"根据《城市生活无着的流浪乞讨人员救助管理办法实施细则》, 受助人员出现下列情形, 救助站应当终止对其救助的有( ) 。","A. 被发现故意提供虚假信息、误导救助站工作人员B. 以不适宜居住为由, 自行离开救助站的C. 患急病送医救助, 已度过危险期D. 与其他受助人员发生口角, 扰乱救助站秩序E. 救助期已满, 无正当理由不愿离站",ABE,"本题考查流浪乞讨人员终止救助的情形。《城市生活无着的流浪乞讨人员救助管理办法实施细则》规定, 救助站已经实施救助或者救助期满, 受助人员应当离开救助________站。对无正当理不由愿离站的受助人员, 救助站应当终止救助。除此之外, 在下列3种情况下, 救助站也应终止救助: 第一, 救助站发现受助人员故意提供虚假个人情况的, 应当终止救助; 第二, 受助人员自愿放弃救助离开救助站的, 救助站不得限制; 第三, 受助人员擅自离开救助站的, 视同放弃救助, 救助站应当终止救助。故选A 、B 、E 。"
64,"根据《中华人民共和未国成年人保护法》, 对临时监护的未成年人, 民政部门可以采取的安置方式包括( ) 。",A. 委托亲属抚养B. 委托家庭寄养C. 交由符合条件的申请人收养D. 交由儿童福利机构进行抚养E. 交由未成年人救助保护机构进行收留,ABDE,"本题考查对未成年人临时监护的措施。 《中华人民共和未国成年人保护法》第九十三条规定, 对临时监护的未成年人, 民政部门可以采取委托亲属抚养、家庭寄养等方式进行安置, 也可以交由未成年人救助保护机构或者儿童福利机构进行收留、抚养。临时监护期间, 经民政部门评估, 监护人重新具备履行监护职责条件的, 民政部门可以将未成年人送回监护人抚养。故选A 、B 、D 、E 。"
65,"根据《中华人民共和民国法典》, 导致婚姻无效的情形有 ( ) 。","A. 重婚B. 未到法定婚龄C. 与他人同居D. 有禁止结婚的亲属关系E. 婚前患有严重疾病, 婚后尚未治愈",ABD,"本题考查无效婚姻的情形。 《中华人民共和民国法典》第一千零五十一条规定, 有下列情形之一的, 婚姻无效: ( 一) 重婚; ( 二) 有禁止结婚的亲属关系;( 三) 未到法定婚龄。故选A 、B、D 。"
66,"蒋某和霍某婚后育有三子甲、乙、丙, 霍某早年去世。甲于2017 年死亡, 生前育有一女; 乙育有一子一女; 丙未婚未育。蒋某于2022 年12 月因病死亡, 未订立遗嘱。根据《中华人民共和民国法典》, 蒋某的法定继承人有()",A.甲女 B. 乙C. 乙女D. 乙子E. 丙,ABE,"本题考查法定继承的人规定。法定继承是人指根据法律规定可依法继承被继承人遗产的人。根据《中华人民共和民国法典》继承编, 法定继承范人围包括: 第一顺序: 配偶、子女、父母以及对公婆或岳父、岳母尽了主要赡养义务的丧偶儿媳、女婿; 第二顺序: 兄弟姐妹、祖父母、外祖父母。题目中的法定继承人有甲乙丙, 其中甲某去世由女儿代位继承。故选A 、B、E。"
67,"根据《信访工作条例》, 关于信访工作的说法, 正确的有( ) 。","A. 信访工作是党的群众工作的重要组成部分B. 信访工作是党和政府了解民情、集中民智、维护民利、凝聚民心的一项重要工作C. 信访工作是各级机关、单位及其领导干部、工作人员接受群众监督、改进工作作风的重要途径D. 信访工作是各级机关、单位及其工作人员处理诉讼请求的一种重要方式E. 信访工作坚持源头治理化解矛盾, 着力点放在源头预防和前端化解",ABCE,"本题考查信访工作的规定。《信访工作条例》第三条规定, 信访工作是党的群众工作的重要组成部分, 是党和政府了解民情、集中民智、维护民利、凝聚民心的一项重要工作, 是各级机关、单位及其领导干部、工作人员接受群众监督、改进工作作风的重要途径, A 、B、C 选项正确。第五条规定, 信访工作应当遵循的原则之一: 坚持源头治理化解矛盾。多措并举、综合施策, 着力点放在源头预防和前端化解, 把可能引发信访问题的矛盾纠纷化解在基层、化解在萌芽状态, E 选项正确。_______第二十八条规定, 各级机关、单位应当按照诉讼与信访分离制度要求, 将涉及民事、行政、刑事诉讼权利救济的信访事项从普通信访体制中分离出来, 由有关政法部门依法处理, D 选项错误。故选A 、B 、C 、E 。"
68,"根据《烈士褒扬条例》, 烈士子女接受教育时, 按照国家有关规定可以享受的优待有( ) 。","A. 就读公办幼儿园的, 可以免除保教费B. 报考普通高中、中等职业学校的, 免试录取C. 报考高等学校本、专科的, 可以按照国家有关规定降低分数要求投档D. 报考高等学校研究生的, 在同等条件下优先录取E. 在公办学校就读的, 免交学杂费, 并享受国家助学政策",ACDE,"本题考查烈士子女教育优待的规定。《烈士褒扬条例》规定, 烈士子女接受学前教育和义务教育的, 应当按照国家有关规定予以优待; 在公办幼儿园接受学前教育的, 免交保教费, A 选项正确。烈士子女报考普通高中、中等职业学校、高等学校研究生的, 在同等条件下优先录取, B 选项错误, D 选项正确; 报考高等学校本、专科的,可以按照国家有关规定降低分数要求投档, C 选项正确; 在公办学校就读的, 免交学费、杂费, 并享受国家规定的各项助学政策, E 选项正确。故选A 、C 、D 、E。"
69,"根据《中华人民共和退国役军人保障法》, 对退役的义务兵, 国家采取( )等方式妥善安置。",A. 供养B. 复员C. 自主就业D. 安排工作E. 逐月领取退役金,ACD," 本题考查退役士兵安置的规定。 《中华人民共和退国役军人保障法》第二十三条规定, 对退役的义务兵, 国家采取自主就业、安排工作、供养等方式妥善安置。以自主就业方式安置的, 领取一次性退役金。以安排工作方式安置的, 由安置地人民政府根据其服现役期间所作贡献、专长等安排工作岗位。以供养方式安置的, 由国家供养终身。故选A 、C 、D。"
70,"根据《关于加强城乡社区协商的意见》, 关于确定协商主体的说法, 正确的有( ) 。","A. 涉及行政村、社区公共事务和居民切身利益的事项, 由村(社区) 党组织、村(居) 民委员会牵头, 组织利益相关方进行协商B. 涉及两个以上行政村、社区的重要事项, 单靠某一村(社区) 无法开展协商时,由乡镇、街道党委( 党委) 牵头组织开展协商C. 涉及两个以上行政村、社区的重要事项, 单靠某一村(社区) 无法开展协商时,由基层政府及其派出机关牵头组织开展协商D. 人口较多的自然村、村民小组, 在村党组织的领导下组织居民进行协商E. 人口较多的自然村、村民小组, 在村委会的领导下组织居民进行协商",ABD,"本题考查民主协商的协商主体。《关于加强城乡社区协商的意见》规定, 基层政府及其派出机关、村(社区) 党组织、村(居) 民委员会、村(居) 务监督委员会、村( 居) 民小组、驻村(社区) 单位、社区社会组织、业主委员会、农村集体经济组织、农民合作组织、物业服务企业和当地户籍居民、非户籍居民代表以及其他利益相关方可以作为协商主体。涉及行政村、社区公共事务和居民切身利益的事项, 由村(社区) 党组织、村(居) 民委员会牵头, 组织利益相关方进行协商, A 选项正确。涉及两个以上行政村、社区的重要事项, 单靠某一村(社区) 无法开展协商时, 由乡镇、街道党委(党工委) 牵头组织开展协商, B 选项正确。人口较多的自然村、村民小组, 在村党组织的领导下组织居民进行协商, D 选项正确。专业性、技术性较强的事项, 可以邀请相关专家学者、专业技术人员、第三方机构等进行论证评估。协商中应当重视吸纳威望高、办事公道的老党员、老干部、群众代表, 党代表、人大代表、政协委员, 以及基层群团组织负责人、社会工作者参与。故选A 、B、D。"
71,"根据《中共中央国务院关于加强基层治理体系和治理能力现代化建设的意见》，关于加强村(居) 民委员会规范化建设的说法, 正确的有( ) 。",A. 坚持党组织领导基层群众自治组织制度B. 建立基层群众自治组织法人备案制度C. 增强村居委会行政执行能力D. 增强村居委会仲裁调解能力E. 加强集体资产管理,ABE,"本题考查村(居) 民委员会规范化建设的规定。《中共中央国务院关于加强基层治理体系和治理能力现代化建设的意见》提出要加强村( 居) 民委员会规范化建设。坚持党组织领导基层群众自治组织的制度, 建立基层群众自治组织法人备案制度, 加强集体资产管理规范撤销村民委员会改设社区居民委员的会条件和程序, 合理确定村(社区) 规模, 不盲目求大。发挥村( 居) 民委员会下设的人民调解、治安保卫、公共卫生等委员会作用, 村民委员会应设妇女和儿童工作委员会, 社区居民委员会可增设环境和物业管理等委员会, 并做好相关工作。完善村( 居) 民委员会成员履职承诺和述职制度。故选A 、B、E。"
72,"按照甲志愿服务组织安排, 社会工作硕士研究生小张到乙街道老年协会开展志愿服务。根据《志愿服务记录与证明出具办法(试行) 》, 小张获得志愿服务记录证明的方法有( ) 。",A. 小张所在学校出具B. 甲志愿服务组织出具C. 乙街道办事处出具D. 乙街道老年协会出具E. 小张自行在志愿服务信息系统中打印,BE,"本题考查出具志愿服务记录证明的规定。《志愿服务记录与证明出具办法(试行) 》第十四条规定, 志愿服务组织应当根据志愿者的需要, 以志愿服务记录信息为依据, 为志愿者无偿、如实出具志愿服务记录证明。志愿者可以在志愿服务信息系统中打印本人的志愿服务记录证明。故选B 、E。"
73,"全面实现行业协会商会与行政机关脱钩, 是加快转变政府职能、促进行业协会商会规范发展的重要举措。根据《行业协会商会与行政机关脱钩总体方案》, 脱钩改革的主要任务和措施包括( ) 等内容。",A. 机构分离B. 职能分离C. 人员管理分离D. 信息资源分离E. 资产财务分离,ABCE,"本题考查行业协会商会与行政机关脱钩的规定。《行业协会商会与行政机关脱钩总体方案》规定, 脱钩任务和措施主要有: 机构分离, 规范综合监管关系; 职能分离, 规范行政委托和职责分工关系; 资产财务分离, 规范财产关系; 人员管理分离, 规范用人关系; 党建、外事等事项分离, 规范管理关系。故选A 、B、C 、E。"
74,"某汽车生产企业因生产规模扩大需扩招一批员工, 在招聘过程中, 以下行为符合保障女性权益要求的是( ) 。",A. 询问女性求职者婚姻状况B. 询问女性求职者生育情况C. 询问女性求职者期望薪资D. 询问女性求职者学历情况E. 在体检环节对女性求职者进行妊娠测试,CD," 本题考查招聘女职工的规定。 《中华人民共和妇国女权益保障法》第四十三条规定, 用人单位在招录(聘) 过程中, 除国家另有规定外, 不得实施下列行为:( 一) 限定为男性或者规定男性优先; (二) 除个人基本信息外, 进一步询问或者调查女性求职者的婚育情况, A 、B选项错误; (三) 将妊娠测试作为入职体检项目, E选项错误; ( 四) 将限制结婚、生育或者婚姻、生育状况作为录( 聘) 用条件; ( 五) 其他以性别为由拒绝录(聘) 用妇女或者差别化地提高对妇女录(聘) 用标准的行为。故选C 、D 。"
75,"根据《集体合同规定》, 下列合同条款, 集体协商双方可以进行协商的有( ) 。",A. 工资标准B. 休假安排C. 工作时间D. 补充保险和福利E. 基本医疗保险缴费比例,ABCD,"本题考查集体协商的内容。《集体合同规定》第八条规定, 集体协商双方可以就下列多项或某项内容进行集体协商, 签订集体合同或专项集体合同:( 一) 劳动报酬( A 选项) ; (二) 工作时间( C 选项) ; (三) 休息休假( B 选项) ; ( 四) 劳动安全与卫生; (五) 补充保险和福利( D选项) ; (六) 女职工和未成年工特殊保护; (七) 职业技能培训; ( 八) 劳动合同管理; ( 九) 奖惩; ( 十) 裁员; ( 十一) 集体合同期限;(十二) 变更、解除集体合同的程序; (十三) 履行集体合同发生争议时的协商处理办法;( 十四) 违反集体合同的责任; ( 十五) 双方认为应当协商的其他内容。故选A 、B、C 、D。"
76,"小林为专门从事心理治疗的人员。根据《中华人民共和精国神卫生法》, 小林可以在医疗机构内开展的服务有( ) 。",A. 提供心理咨询服务B. 开展心理治疗活动C. 从事精神障碍的诊断D. 为精神障碍患者开具处方E. 为精神障碍患者提供外科治疗,AB,"本题考查精神障碍诊断和治疗的规定。 《中华人民共和精国神卫生法》第五十一条规定, 心理治疗活动应当在医疗机构内开展。专门从事心理治疗的人员不得从事精神障碍的诊断, 不得为精神障碍患者开具处方或者提供外科治疗。心理治疗的技术规范由国务院卫生行政部门制定。故选A 、B。"
